2018/11/28 12:14:30 [error] 9#9: *16 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 172.18.0.1, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "localhost", referrer: "http://localhost/"
2018/12/17 12:20:46 [error] 9#9: *59 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/17 12:20:46 [error] 9#9: *58 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/17 12:20:47 [error] 9#9: *59 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/17 12:21:10 [error] 9#9: *58 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/17 12:21:10 [error] 9#9: *58 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/17 12:21:10 [error] 9#9: *58 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/18 11:50:03 [error] 9#9: *155 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 172.20.0.1, server: local.flo.com.tr, request: "GET /index.php/flo/adminhtml_smsmessages/index/key/8bbdc22ce17146afebbf0317f87eca68751b218fdf1aaef70720672846bf03e4/ HTTP/1.1", upstream: "fastcgi://172.20.0.7:9000", host: "local.flo.com.tr"
2018/12/19 07:17:29 [error] 9#9: *6 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 07:17:29 [error] 9#9: *1 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 07:17:29 [error] 9#9: *8 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:50:28 [error] 9#9: *175 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:50:28 [error] 9#9: *168 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:50:28 [error] 9#9: *177 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:50:29 [error] 9#9: *177 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:51:38 [error] 9#9: *177 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:51:38 [error] 9#9: *179 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:51:38 [error] 9#9: *182 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:51:38 [error] 9#9: *182 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:57:59 [error] 9#9: *196 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:57:59 [error] 9#9: *195 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:57:59 [error] 9#9: *198 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:59:10 [error] 9#9: *198 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:59:10 [error] 9#9: *195 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:59:10 [error] 9#9: *206 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:59:10 [error] 9#9: *206 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:59:41 [error] 9#9: *211 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:59:41 [error] 9#9: *198 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 11:59:41 [error] 9#9: *213 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 12:01:46 [error] 9#9: *219 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 12:01:46 [error] 9#9: *226 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 12:01:46 [error] 9#9: *219 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 12:08:51 [error] 9#9: *240 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 12:08:51 [error] 9#9: *240 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 12:08:51 [error] 9#9: *240 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 12:09:20 [error] 9#9: *242 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 12:09:20 [error] 9#9: *235 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/19 12:09:20 [error] 9#9: *244 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.20.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2018/12/27 14:43:53 [error] 9#9: *290 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 172.18.0.1, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "local.wcollection.com.tr", referrer: "http://local.wcollection.com.tr/"
2019/01/02 09:32:47 [warn] 10#10: *377 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000001, client: 172.19.0.1, server: local.wcollection.com.tr, request: "POST /index.php/admin/admin/system_config/save/key/d0d107f8aa4a6d0e5f32747bf55bb968186666d49d2caa0fd10750c8147146b0/section/admin/ HTTP/1.1", host: "local.wcollection.com.tr", referrer: "http://local.wcollection.com.tr/index.php/admin/admin/system_config/edit/section/admin/key/1c7888e406f329c78a749b290ea57870d9cc81596cac86f747f45944d8830b48/"
2019/01/02 13:27:21 [error] 10#10: *515 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/02 13:27:21 [error] 10#10: *517 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/02 13:27:21 [error] 10#10: *520 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/02 13:27:21 [error] 10#10: *520 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/02 13:28:46 [error] 10#10: *517 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/02 13:28:46 [error] 10#10: *523 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/02 13:28:46 [error] 10#10: *526 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/02 14:23:29 [error] 10#10: *527 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/02 14:23:29 [error] 10#10: *527 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/02 14:23:49 [error] 10#10: *532 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/erkek-gunluk-ayakkabi-modelleri.html"
2019/01/02 14:23:49 [error] 10#10: *528 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/erkek-gunluk-ayakkabi-modelleri.html"
2019/01/02 14:24:39 [error] 10#10: *531 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/erkek-ayakkabi.html"
2019/01/02 14:24:39 [error] 10#10: *527 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/erkek-ayakkabi.html"
2019/01/02 14:38:45 [error] 10#10: *540 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/02 14:38:45 [error] 10#10: *539 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/02 14:38:45 [error] 10#10: *544 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/02 14:38:45 [error] 10#10: *544 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/02 14:39:05 [error] 10#10: *539 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/kadin-2017-ilkbahar-yaz-sezon-urunleri.html"
2019/01/02 14:39:05 [error] 10#10: *543 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.19.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/kadin-2017-ilkbahar-yaz-sezon-urunleri.html"
2019/01/09 15:18:38 [error] 8#8: *470 open() "/usr/share/nginx/html/nice ports,/Trinity.txt.bak" failed (2: No such file or directory), client: 172.31.0.1, server: localhost, request: "GET /nice%20ports%2C/Tri%6Eity.txt%2ebak HTTP/1.0"
2019/01/10 13:01:49 [error] 8#8: *91 open() "/usr/share/nginx/html/reset-password" failed (2: No such file or directory), client: 192.168.16.1, server: localhost, request: "GET /reset-password HTTP/1.1", host: "local.portal.com", referrer: "http://local.portal.com/login"
2019/01/10 13:01:54 [error] 8#8: *91 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 192.168.16.1, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "local.portal.com", referrer: "http://local.portal.com/reset-password"
2019/01/10 14:06:36 [error] 8#8: *96 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 192.168.16.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/10 14:06:36 [error] 8#8: *97 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 192.168.16.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/10 14:06:36 [error] 8#8: *93 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 192.168.16.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/10 14:06:36 [error] 8#8: *97 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 192.168.16.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/10 14:08:06 [error] 8#8: *98 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 192.168.16.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/10 14:08:06 [error] 8#8: *98 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 192.168.16.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/10 14:11:24 [error] 8#8: *110 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 192.168.16.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/10 14:11:24 [error] 8#8: *106 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 192.168.16.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/10 14:11:59 [error] 8#8: *110 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 192.168.16.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/10 14:11:59 [error] 8#8: *106 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 192.168.16.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/10 14:20:42 [error] 8#8: *119 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 192.168.16.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/10 14:20:42 [error] 8#8: *119 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 192.168.16.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/10 14:21:16 [error] 8#8: *115 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 192.168.16.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/10 14:21:16 [error] 8#8: *119 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 192.168.16.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/10 15:06:06 [error] 8#8: *123 open() "/var/www/instreet/media/wysiwyg/categoryBanner/erkek.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/erkek.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/"
2019/01/10 15:06:06 [error] 8#8: *126 open() "/var/www/instreet/media/wysiwyg/categoryBanner/kadin.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/kadin.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/"
2019/01/10 15:06:06 [error] 8#8: *126 open() "/var/www/instreet/media/wysiwyg/categoryBanner/cocuk.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/cocuk.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/"
2019/01/10 15:06:06 [error] 8#8: *123 open() "/var/www/instreet/media/wysiwyg/categoryBanner/giyim.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/giyim.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/"
2019/01/10 15:06:06 [error] 8#8: *123 open() "/var/www/instreet/media/wysiwyg/categoryBanner/aksesuar.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/aksesuar.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/"
2019/01/10 15:10:41 [error] 8#8: *131 open() "/var/www/instreet/media/wysiwyg/categoryBanner/erkek.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/erkek.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/10 15:10:41 [error] 8#8: *131 open() "/var/www/instreet/media/wysiwyg/categoryBanner/kadin.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/kadin.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/10 15:10:41 [error] 8#8: *131 open() "/var/www/instreet/media/wysiwyg/categoryBanner/cocuk.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/cocuk.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/10 15:10:41 [error] 8#8: *131 open() "/var/www/instreet/media/wysiwyg/categoryBanner/giyim.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/giyim.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/10 15:10:41 [error] 8#8: *131 open() "/var/www/instreet/media/wysiwyg/categoryBanner/aksesuar.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/aksesuar.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
